time,epoch,batch,loss,cost
0min0sec,0,0,9.866,308.722
0min3sec,1,0,-56.416,262.118
0min3sec,2,0,-16.377,236.089
0min3sec,3,0,27.276,216.002
0min3sec,4,0,-19.401,207.824
0min3sec,5,0,2.096,197.456
0min3sec,6,0,31.496,182.630
0min3sec,7,0,-27.819,193.199
0min3sec,8,0,-5.269,182.792
0min3sec,9,0,1.497,180.243
0min3sec,10,0,3.971,179.767
0min3sec,11,0,-11.894,187.768
0min3sec,12,0,-25.818,174.114
0min3sec,13,0,-37.655,178.866
0min3sec,14,0,-66.433,193.165
0min3sec,15,0,-34.222,177.523
0min3sec,16,0,-2.165,159.950
0min3sec,17,0,-25.011,171.343
0min3sec,18,0,-18.184,169.428
0min3sec,19,0,-21.498,169.883
0min3sec,20,0,-28.125,172.920
0min3sec,21,0,-30.151,175.857
0min3sec,22,0,-22.834,161.022
0min3sec,23,0,-38.052,169.811
0min3sec,24,0,-49.916,167.551
0min3sec,25,0,-25.194,154.136
0min3sec,26,0,-39.349,161.262
0min3sec,27,0,-44.544,163.815
0min3sec,28,0,-33.160,158.484
0min3sec,29,0,-39.024,164.181
