time,epoch,batch,loss,cost
0min0sec,0,0,10.652,486.665
0min9sec,1,0,-504.854,513.503
0min10sec,2,0,-469.664,485.482
0min9sec,3,0,-722.062,590.031
0min10sec,4,0,-572.962,528.230
0min10sec,5,0,-615.378,562.165
0min10sec,6,0,-608.439,551.296
0min11sec,7,0,-540.308,545.706
0min9sec,8,0,-542.475,551.073
0min9sec,9,0,-630.515,583.245
0min9sec,10,0,-443.002,484.977
0min9sec,11,0,-387.850,463.468
0min10sec,12,0,-585.282,555.190
0min9sec,13,0,-612.694,581.182
0min11sec,14,0,-537.696,521.522
0min10sec,15,0,-316.096,419.002
0min10sec,16,0,-425.008,488.565
0min10sec,17,0,-706.739,611.275
0min10sec,18,0,-570.916,550.255
0min9sec,19,0,-428.238,486.589
