time,epoch,batch,loss,cost
0min0sec,0,0,4.942,288.631
0min9sec,0,40,18.169,241.865
0min10sec,0,80,14.445,222.786
0min9sec,0,120,12.133,211.632
0min9sec,0,160,10.424,202.878
0min9sec,0,200,8.794,196.273
0min9sec,0,240,8.258,191.515
0min9sec,0,280,6.843,187.990
0min9sec,0,320,6.714,184.677
0min9sec,0,360,5.881,182.187
0min9sec,0,400,5.636,179.864
0min9sec,0,440,5.170,177.743
0min8sec,0,480,4.862,176.498
0min9sec,0,520,4.598,174.448
0min9sec,0,560,4.464,172.578
0min9sec,0,600,4.130,170.363
0min9sec,0,640,3.923,168.518
0min8sec,0,680,3.692,167.189
0min9sec,0,720,3.515,166.375
0min9sec,0,760,3.415,165.157
0min9sec,0,800,3.272,163.910
0min8sec,0,840,3.145,162.756
0min8sec,0,880,2.982,161.578
0min8sec,0,920,2.850,160.807
0min9sec,0,960,2.865,160.128
0min10sec,0,1000,2.805,159.436
0min8sec,0,1040,2.650,158.813
0min8sec,0,1080,2.588,157.988
0min8sec,0,1120,2.486,157.099
0min9sec,0,1160,2.373,156.408
0min9sec,0,1200,2.339,155.743
0min8sec,0,1240,2.285,155.021
0min8sec,0,1280,2.236,154.098
0min8sec,0,1320,2.089,153.289
0min8sec,0,1360,2.056,152.512
0min8sec,0,1400,1.965,151.644
0min8sec,0,1440,1.909,150.828
0min9sec,0,1480,1.808,150.039
0min8sec,0,1520,1.750,149.273
0min8sec,0,1560,1.678,148.543
0min8sec,0,1600,1.673,147.826
0min8sec,0,1640,1.603,147.032
0min8sec,0,1680,1.484,146.399
0min8sec,0,1720,1.426,145.858
0min8sec,0,1760,1.329,145.304
0min8sec,0,1800,1.311,144.793
0min8sec,0,1840,1.231,144.326
0min8sec,0,1880,1.244,143.737
0min7sec,0,1920,1.201,143.056
0min7sec,0,1960,1.109,142.495
0min7sec,0,2000,1.062,141.902
0min7sec,0,2040,1.062,141.254
0min8sec,0,2080,0.989,140.711
0min7sec,0,2120,0.978,140.212
0min7sec,0,2160,0.943,139.648
0min7sec,0,2200,0.910,139.107
0min7sec,0,2240,0.883,138.628
0min7sec,0,2280,0.842,138.100
0min7sec,0,2320,0.821,137.695
0min7sec,0,2360,0.788,137.276
0min7sec,0,2400,0.771,136.855
0min7sec,0,2440,0.756,136.429
0min7sec,0,2480,0.726,135.933
0min8sec,0,2520,0.690,135.549
0min6sec,0,2560,0.668,135.056
0min7sec,0,2600,0.651,134.579
0min7sec,0,2640,0.623,134.119
0min7sec,0,2680,0.573,133.680
0min8sec,0,2720,0.554,133.293
0min7sec,0,2760,0.517,132.898
0min7sec,0,2800,0.505,132.488
0min7sec,0,2840,0.473,132.052
0min7sec,0,2880,0.432,131.677
0min7sec,0,2920,0.416,131.342
0min7sec,0,2960,0.401,131.040
0min6sec,0,3000,0.389,130.709
0min8sec,0,3040,0.361,130.397
0min7sec,0,3080,0.375,130.044
0min7sec,0,3120,0.347,129.712
0min7sec,0,3160,0.306,129.408
0min8sec,0,3200,0.301,129.191
0min7sec,0,3240,0.290,128.867
0min7sec,0,3280,0.260,128.554
0min7sec,0,3320,0.257,128.258
0min7sec,0,3360,0.237,127.989
0min7sec,0,3400,0.244,127.666
0min7sec,0,3440,0.240,127.334
0min7sec,0,3480,0.223,127.049
0min6sec,0,3520,0.219,126.741
0min7sec,0,3560,0.208,126.453
0min7sec,0,3600,0.208,126.168
0min8sec,0,3640,0.197,125.910
0min7sec,0,3680,0.190,125.654
